Test Result UID,Sample Name,Sample Type,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,URL,Aromas,Flavors,Effects
,Pearly Gates,"Sativa, Flower, Inhalable",,,,,,0.0,0.017,0.006999999999999999,0.0,0.008,0.001,0.0,0.314,0.005,0.018000000000000002,0.02,0.263,0.068,0.0,0.669,0.21600000000000005,,0.11,0.846,0.001,0.0,,0.63,0.0,25.72,0.0,0.0,0.08,0.0,0.0,0.02,1.33,0.07,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/pearly-gates,"['Floral', 'Pungent', 'Skunky', 'Spicy']","['Spicy', 'Sweet', 'Tropical']","['Happy', 'Sociable', 'Uplifting']"
,Master Kush,"Flower, Inhalable",,,,,,0.0,0.005,0.017,0.0,0.003,0.0,0.0,0.091,0.0,0.004,0.14300000000000002,0.129,0.018000000000000002,0.0,0.4370000000000001,0.099,,0.034,0.185,0.001,0.0,,1.4,0.0,13.43,0.0,0.0,0.03,0.0,0.0,0.0,0.37,0.04,0.02,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/master-kush,"['Citrus', 'Earthy', 'Fragrant', 'Mellow', 'Pungent', 'Sweet']","['Citrus', 'Sweet', 'Woody']","['Euphoria', 'Happy', 'Relaxing', 'Sleepy']"
,Pre 98 Bubba Kush,"Flower, Inhalable",,,,,,0.0,0.006,0.006999999999999999,0.0,0.004,0.0,0.0,0.063,0.0,0.002,0.103,0.054000000000000006,0.024,0.0,0.185,0.069,,0.041,0.205,0.0,0.0,,1.73,0.0,12.99,0.0,0.01,0.03,0.0,0.0,0.0,0.22,0.03,0.02,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/pre-98-bubba-kush,"['Earthy', 'Herbal', 'Pungent', 'Skunky', 'Sweet']","['Coffee', 'Herbal', 'Sweet', 'Woody']","['Euphoria', 'Happy', 'Hungry', 'Relaxing', 'Sleepy']"
,Electric Kool Aid,"Hybrid, Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.08,0.397,0.0,0.196,0.6809999999999999,,0.16699999999999998,0.098,0.0,0.0,,1.05,0.0,19.28,0.0,,0.05,0.0,0.0,0.03,0.15,0.04,,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/electric-kool-aid,"['Berry', 'Earthy', 'Floral', 'Hash', 'Pine', 'Sweet']","['Grape', 'Hash', 'Lavender', 'Sweet']","['Creative', 'Energizing', 'Euphoria', 'Relaxing', 'Uplifting']"
,Fruity Chronic Juice,"Indica, Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.086,0.624,0.0,0.208,0.36,,0.24,0.08900000000000001,0.0,0.0,,1.15,0.0,19.27,0.0,0.0,0.07,0.0,0.0,0.03,0.61,0.07,0.01,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/fruity-chronic-juice,['Citrus'],"['Citrus', 'Grapefruit', 'Orange', 'Sweet', 'Tropical']","['Body High', 'Creative', 'Euphoria', 'Happy', 'Relaxing', 'Sleepy', 'Sociable']"
,DJ Short Blueberry,"Indica, Flower, Inhalable",,,,,,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.38,0.569,0.0,0.07400000000000001,0.044,0.023,0.204,0.123,,0.062,0.108,0.0,0.0,,2.33,0.0,16.0,,0.0,0.08,0.0,0.0,0.0,1.5,0.14,0.02,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/dj-short-blueberry,"['Blueberry', 'Earthy', 'Fruity', 'Sweet', 'Vanilla']","['Berry', 'Blueberry', 'Citrus', 'Lemon', 'Spicy', 'Sweet', 'Vanilla']","['Euphoria', 'Happy', 'Hungry', 'Sleepy']"
,PINEAPPLE KUSH,"Indica, Flower, Inhalable",,,,,,0.0,0.002,0.008,0.0,0.0,0.006,0.0,0.014,0.207,0.0,0.018000000000000002,0.027000000000000003,0.183,0.0,0.091,0.402,,0.056,0.024,0.0,0.0,,3.35,0.0,7.96,0.02,0.0,0.04,0.0,0.0,0.0,2.74,0.34,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/pineapple-kush,"['Earthy', 'Kush', 'Pineapple', 'Pungent', 'Sweet']","['Citrus', 'Pineapple', 'Sweet', 'Tropical']","['Creative', 'Energizing', 'Euphoria', 'Happy', 'Relaxing']"
,Golden Lemons,"Concentrate, Inhalable",,,,,,0.049,0.01,0.17800000000000002,0.006999999999999999,0.0,0.0,0.0,0.063,0.202,0.916,0.14,0.383,0.127,0.031,1.252,0.223,,0.16399999999999998,0.244,0.029,0.013,,13.0,0.0,63.63,0.12,0.13,0.15,0.0,0.0,0.0,4.88,0.6,0.08,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/golden-lemons,"['Citrus', 'Earthy', 'Lemon', 'Pungent']","['Citrus', 'Dank', 'Herbal']","['Body High', 'Cerebral', 'Euphoria', 'Sleepy', 'Uplifting']"
,NYC Diesel,"Flower, Inhalable",,,,,,0.0,0.009000000000000001,0.005,0.0,0.0,0.0,0.0,0.078,0.0,0.003,0.083,0.08800000000000001,0.061,0.0,0.29100000000000004,0.64,,0.07,0.307,0.0,0.0,,0.65,0.0,21.46,0.0,0.0,0.04,0.0,0.0,0.0,0.67,0.12,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/nyc-diesel,"['Diesel', 'Grapefruit', 'Lime', 'Pungent', 'Sweet']","['Citrus', 'Diesel', 'Grapefruit', 'Lime', 'Sweet']","['Energizing', 'Euphoria', 'Happy', 'Sociable']"
,OZ Kush,"Concentrate, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.0,0.0,0.2,0.098,0.0,0.0,0.188,0.017,,0.004,0.045,0.0,0.0,,89.42,0.0,,0.0,0.27,0.0,0.19,0.0,0.0,0.0,1.16,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/oz-kush,"['Citrus', 'Earthy', 'Lemon', 'Pine', 'Spicy']","['Citrus', 'Lemon', 'Pine', 'Sour', 'Woody']","['Body High', 'Cerebral', 'Relaxing', 'Sleepy', 'Tingly', 'Uplifting']"
,Yoda OG,"Indica, Flower, Inhalable",,,,,,0.0,0.016,0.004,0.0,0.006,0.0,0.0,0.128,0.0,0.005,0.031,0.095,0.052000000000000005,0.0,0.316,1.558,,0.107,0.483,0.0,0.0,,0.57,0.0,21.56,0.0,0.0,0.05,0.0,0.0,0.0,0.14,0.13,0.0,https://www.allbud.com/marijuana-strains/hybrid/yoda-og,"['Kush', 'Lemon', 'Pine']","['Diesel', 'Pine', 'Sweet', 'Woody']","['Body High', 'Euphoria', 'Happy', 'Hungry', 'Mellow']"
,Blueberry Dream,"Flower, Inhalable",,,,,,0.0,0.006999999999999999,0.024,0.003,0.0,0.0,0.0,0.047,0.0,0.0,0.075,0.113,0.386,0.0,0.307,0.926,,0.158,0.087,0.0,0.0,,7.74,0.0,10.22,0.0,0.11,0.08,0.0,0.0,0.0,0.16,0.07,0.09,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/blueberry-dream,"['Blueberry', 'Earthy', 'Fruity', 'Sweet']","['Berry', 'Blueberry', 'Nutty', 'Sweet', 'Tangy', 'Woody']","['Aroused', 'Cerebral', 'Creative', 'Energizing', 'Euphoria', 'Focus', 'Giggly', 'Happy']"
,Truth,"Flower, Inhalable",,,,,,0.0,0.006999999999999999,0.002,0.0,0.006,0.135,0.0,0.03,0.001,0.005,0.013,0.018000000000000002,0.187,0.0,0.065,1.043,,0.107,0.222,0.0,0.0,,1.28,0.0,16.22,0.0,0.0,0.05,0.0,0.0,0.0,0.14,0.02,0.03,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/truth,"['Earthy', 'Pungent', 'Spicy', 'Woody']","['Herbal', 'Spicy', 'Woody']","['Body High', 'Creative', 'Relaxing', 'Sleepy']"
,Beyond Blue Dream,"Sativa, Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098,0.0,0.0,0.0,0.093,0.41,0.0,0.304,1.07,,0.184,0.138,0.0,0.0,,0.61,0.0,21.97,0.0,0.0,0.06,0.0,0.0,0.02,0.19,0.05,0.0,https://www.allbud.com/marijuana-strains/hybrid/beyond-blue-dream,"['Berry', 'Earthy', 'Fruity', 'Herbal', 'Pungent', 'Sour']","['Berry', 'Blueberry', 'Fruity', 'Herbal', 'Sour']","['Cerebral', 'Creative', 'Euphoria', 'Happy', 'Uplifting']"
,Snowland,"Sativa, Flower, Inhalable",,,,,,0.035,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.113,0.733,0.0,0.0,0.055,0.026,0.067,0.18600000000000005,,0.097,0.17600000000000002,0.0,0.0,,1.52,0.0,22.61,,0.0,0.05,0.0,0.0,0.0,2.13,0.14,0.04,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/snowland,"['Diesel', 'Earthy', 'Lemon', 'Lime', 'Woody']","['Citrus', 'Fruity', 'Lemon', 'Pineapple', 'Sweet']","['Creative', 'Euphoria', 'Giggly', 'Happy', 'Hungry', 'Relaxing']"
,Jack Haze,"Sativa, Flower, Inhalable",,,,,,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.066,0.685,0.0,0.076,0.035,0.022,0.227,0.069,,0.057,0.068,0.01,0.0,,1.38,0.0,14.87,0.0,0.0,0.05,0.0,0.0,0.0,0.28,0.09,0.01,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/jack-haze,"['Pine', 'Sweet']","['Herbal', 'Pine', 'Spicy', 'Sweet', 'Woody']","['Creative', 'Energizing', 'Euphoria', 'Focus', 'Happy']"
,Lemon Fire,"Hybrid, Flower, Inhalable",,,,,,0.0,0.005,0.002,0.0,0.0,0.0,0.0,0.117,0.0,0.005,0.078,0.085,0.023,0.0,0.258,0.451,,0.046,0.23,0.0,0.0,,0.59,0.0,20.96,0.0,0.0,0.05,0.0,0.0,0.0,0.23,0.05,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/lemon-fire,"['Citrus', 'Earthy', 'Herbal', 'Lemon', 'Spicy']","['Citrus', 'Lemon', 'Tropical']","['Creative', 'Euphoria', 'Focus', 'Happy']"
,Blackberry Cream,"Indica, Flower, Inhalable",,,,,,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.042,0.025,0.003,0.0,0.04,0.284,0.0,0.149,0.34,,0.08800000000000001,0.121,0.0,0.0,,0.91,0.0,12.25,0.0,0.0,0.04,0.0,0.0,0.0,0.3,0.02,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/blackberry-cream,"['Berry', 'Earthy', 'Fruity', 'Herbal', 'Sweet']","['Berry', 'Creamy', 'Sweet', 'Woody']","['Euphoria', 'Happy', 'Relaxing', 'Uplifting']"
,Green Ribbon,"Flower, Inhalable",,,,,,0.0,0.004,0.006999999999999999,0.0,0.0,0.125,0.0,0.045,0.0,0.0,0.073,0.041,0.018000000000000002,0.0,0.139,0.446,,0.038,0.131,0.0,0.0,,0.3,0.0,17.83,0.0,0.0,0.04,0.0,0.0,0.0,0.36,0.11,0.0,https://www.allbud.com/marijuana-strains/hybrid/green-ribbon,"['Citrus', 'Earthy', 'Fruity', 'Pine', 'Sweet']","['Citrus', 'Herbal', 'Pine', 'Spicy', 'Sweet', 'Woody']","['Creative', 'Energizing', 'Focus', 'Happy', 'Relaxing', 'Uplifting']"
,Strawberry Lemonade,"Flower, Inhalable",,,,,,0.0,0.002,0.004,0.0,0.0,0.034,0.0,0.054000000000000006,0.05,0.0,0.052000000000000005,0.038,0.011,0.0,0.142,1.097,,0.029,0.078,0.0,0.0,,0.84,0.0,23.06,0.0,0.0,0.08,0.0,0.0,0.0,0.24,0.12,0.0,https://www.allbud.com/marijuana-strains/hybrid/strawberry-lemonade,"['Citrus', 'Lemon', 'Sweet']","['Berry', 'Citrus', 'Lemon', 'Spicy', 'Strawberry', 'Sweet']","['Energizing', 'Euphoria', 'Relaxing', 'Uplifting']"
,Double Dream,"Flower, Inhalable",,,,,,0.0,0.009000000000000001,0.01,0.002,0.0,0.0,0.0,0.064,0.0,0.003,0.041,0.068,0.545,0.0,0.198,0.736,,0.236,0.078,0.0,0.0,,0.72,0.0,23.89,0.0,0.0,0.09,0.0,0.0,0.0,0.18,0.06,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/double-dream,"['Floral', 'Herbal', 'Sweet']","['Berry', 'Citrus', 'Spicy', 'Sweet', 'Tropical']","['Body High', 'Creative', 'Energizing', 'Euphoria', 'Happy', 'Uplifting']"
,Lemon Drop,"Concentrate, Inhalable",,,,,,0.0,0.0,0.097,0.0,0.016,0.227,0.0,0.086,0.0,0.0,0.272,0.11,0.0,0.0,0.273,0.0,,0.0,0.0,0.0,0.0,,4.41,0.0,74.11,0.0,0.0,0.27,0.0,0.0,0.0,4.3,0.52,0.1,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/lemon-drop,"['Citrus', 'Dank', 'Earthy']","['Citrus', 'Grapefruit', 'Lemon', 'Sweet', 'Tropical']","['Energizing', 'Euphoria', 'Focus', 'Giggly', 'Happy', 'Hungry']"
,OG Glue,"Hybrid, Flower, Inhalable",,,,,,0.0,0.006999999999999999,0.0,0.0,0.005,0.0,0.0,0.034,0.0,0.0,0.0,0.131,0.029,0.0,0.458,0.17800000000000002,,0.056,0.252,0.0,0.0,,1.86,0.0,18.31,0.0,0.0,0.01,0.0,0.0,0.02,0.27,0.05,0.01,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/og-glue,"['Chemical', 'Chocolate', 'Diesel', 'Earthy', 'Pine', 'Sour']","['Chocolate', 'Coffee', 'Diesel', 'Pine', 'Sour']","['Body High', 'Cerebral', 'Energizing', 'Euphoria', 'Relaxing', 'Uplifting']"
,Godfather OG,"Flower, Inhalable",,,,,,0.0,0.0,0.003,0.006,0.0,0.026,0.0,0.005,0.013,0.0,0.024,0.024,0.002,0.0,0.059,0.5,,0.006999999999999999,0.005,0.001,0.0,,2.25,0.0,13.02,0.0,0.02,0.05,0.0,0.0,0.0,0.17,0.02,0.04,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/godfather-og,"['Earthy', 'Grape', 'Pine', 'Pungent', 'Spicy']","['Grape', 'Herbal', 'Pine', 'Sweet', 'Woody']","['Euphoria', 'Happy', 'Hungry', 'Relaxing', 'Sleepy']"
,Chocolate Thai,"Flower, Inhalable",,,,,,0.0,0.0,0.009000000000000001,0.0,0.0,0.0,0.0,0.009000000000000001,0.0,0.0,0.024,0.1,0.103,0.0,0.287,0.75,,0.054000000000000006,0.018000000000000002,0.0,0.0,,1.89,0.0,20.78,0.0,0.0,0.05,0.0,0.0,0.0,0.17,0.06,0.05,https://www.allbud.com/marijuana-strains/hybrid/chocolate-thai,"['Chocolate', 'Coffee']","['Chocolate', 'Coffee', 'Pine', 'Sweet', 'Woody']","['Cerebral', 'Creative', 'Euphoria', 'Focus']"
,White Fire OG,"Flower, Inhalable",,,,,,0.0,0.011,0.012,0.0,0.006,0.003,0.0,0.14400000000000002,0.0,0.011,0.061,0.102,0.04,0.0,0.32,0.569,,0.081,0.371,0.0,0.0,,1.15,0.0,20.66,0.0,0.0,0.05,0.0,0.0,0.0,0.62,0.12,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/white-fire-og,"['Diesel', 'Earthy', 'Pepper', 'Pine', 'Pungent', 'Woody']","['Diesel', 'Peppery', 'Pine', 'Sweet']","['Cerebral', 'Creative', 'Euphoria', 'Focus', 'Relaxing']"
,Cali Gold,"Hybrid, Flower, Inhalable",,,,,,0.0,0.013,0.006999999999999999,0.0,0.006,0.0,0.0,0.111,0.0,0.003,0.035,0.068,0.045,0.0,0.224,0.237,,0.08,0.315,0.0,0.0,,1.6,0.0,17.23,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,https://www.allbud.com/marijuana-strains/hybrid/cali-gold,"['Earthy', 'Grassy', 'Herbal']","['Herbal', 'Pine', 'Skunky', 'Spicy', 'Sweet']","['Euphoria', 'Happy', 'Relaxing']"
,Hawaiian Skunk,"Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.188,0.0,0.0,0.063,0.101,0.0,0.152,0.409,,0.058,0.117,0.0,0.0,,1.96,0.0,17.92,0.0,0.0,0.02,0.0,0.0,0.0,1.65,0.16,0.04,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/hawaiian-skunk,"['Earthy', 'Floral', 'Herbal', 'Spicy', 'Sweet']","['Chemical', 'Herbal', 'Sage', 'Sweet', 'Woody']","['Creative', 'Euphoria', 'Focus', 'Happy', 'Relaxing']"
,3X Crazy,"Flower, Inhalable",,,,,,0.0,0.003,0.004,0.0,0.002,0.0,0.0,0.096,0.0,0.0,0.006999999999999999,0.069,0.012,0.0,0.201,0.57,,0.027000000000000003,0.123,0.0,0.0,,0.77,0.0,13.62,0.0,0.0,0.05,0.0,0.0,0.0,0.17,0.05,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/3x-crazy,"['Earthy', 'Grape', 'Pepper', 'Sweet']","['Berry', 'Grape', 'Skunky', 'Spicy', 'Sweet']","['Euphoria', 'Happy', 'Relaxing', 'Sleepy']"
,Strawberry Tahoe,"Hybrid, Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.07,0.245,0.0,0.166,0.077,,0.069,0.045,0.0,0.0,,0.38,0.0,17.24,0.0,0.0,,0.0,0.0,0.0,1.02,0.07,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/strawberry-tahoe,"['Citrus', 'Earthy', 'Fruity', 'Pine', 'Spicy']","['Berry', 'Herbal', 'Lemon', 'Spicy', 'Strawberry', 'Sweet']","['Body High', 'Cerebral', 'Energizing', 'Euphoria', 'Sleepy', 'Uplifting']"
,Kosher Dawg,"Hybrid, Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.006999999999999999,0.0,0.08199999999999999,0.038,0.0,0.274,0.235,,0.069,0.234,0.0,0.0,,1.15,0.0,24.42,0.0,0.0,,0.0,0.0,0.0,0.73,0.14,0.0,https://www.allbud.com/marijuana-strains/hybrid/kosher-dawg,"['Diesel', 'Earthy', 'Herbal', 'Pungent', 'Sour']","['Diesel', 'Flowery', 'Herbal', 'Pine', 'Sour']","['Body High', 'Calming', 'Relaxing', 'Sleepy', 'Uplifting']"
,Paris Og,"Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.013,0.0,0.07400000000000001,0.048,0.0,0.255,0.637,,0.092,0.453,0.0,0.0,,0.81,0.0,24.11,0.0,0.0,0.02,0.0,0.0,0.0,1.02,0.12,0.0,https://www.allbud.com/marijuana-strains/indica/paris-og,"['Diesel', 'Floral', 'Pine', 'Woody']","['Citrus', 'Lemon', 'Pine']","['Euphoria', 'Happy', 'Hungry', 'Relaxing', 'Sleepy']"
,Dragon OG,"Flower, Inhalable",,,,,,0.0,0.013,0.008,0.0,0.003,0.0,0.0,0.07400000000000001,0.0,0.005,0.086,0.098,0.041,0.0,0.339,0.192,,0.084,0.445,0.0,0.0,,0.68,0.0,25.53,0.0,0.0,0.08,0.0,0.0,0.0,0.91,0.11,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/dragon-og,"['Earthy', 'Fruity', 'Lemon', 'Sour', 'Woody']","['Fruity', 'Lemon', 'Pine', 'Sweet']","['Aroused', 'Energizing', 'Giggly', 'Happy', 'Uplifting']"
,Mango Trainwreck,"Hybrid, Flower, Inhalable",,,,,,0.0,0.014,0.005,0.0,0.001,0.0,0.0,0.08900000000000001,0.0,0.012,0.016,0.149,0.047,0.0,0.493,0.855,,0.09,0.461,0.0,0.0,,0.4,0.0,23.67,0.0,0.0,0.07,0.0,0.0,0.0,0.47,0.11,0.0,https://www.allbud.com/marijuana-strains/hybrid/mango-trainwreck,"['Earthy', 'Fruity', 'Herbal', 'Sour', 'Tropical']","['Citrus', 'Mango', 'Sour', 'Spicy', 'Sweet', 'Tropical']","['Body High', 'Cerebral', 'Energizing', 'Hungry', 'Relaxing']"
,Afgoo,"Indica, Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.001,0.036000000000000004,0.0,0.044,0.18600000000000005,0.004,0.015,0.024,0.063,0.0,0.064,1.176,,0.029,0.013,0.0,0.0,,0.49,0.0,20.61,0.0,0.0,0.05,0.0,0.0,0.0,0.65,0.07,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/afgoo,"['Earthy', 'Pine', 'Pungent', 'Spicy', 'Sweet']","['Herbal', 'Pine', 'Skunky', 'Spicy', 'Woody']","['Euphoria', 'Happy', 'Relaxing', 'Sleepy']"
,Deep Sleep,"Indica, Flower, Inhalable",,,,,,0.0,0.006999999999999999,0.005,0.0,0.0,0.0,0.0,0.04,0.0,0.003,0.031,0.036000000000000004,0.117,0.0,0.129,0.493,,0.073,0.106,0.0,0.0,,0.59,0.0,19.0,0.0,0.0,0.04,0.0,0.0,0.0,0.16,0.05,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/deep-sleep,"['Earthy', 'Herbal', 'Kush', 'Pine', 'Sweet']","['Herbal', 'Sweet']","['Body High', 'Relaxing', 'Sleepy']"
,Wonder Woman,"Hybrid, Flower, Inhalable",,,,,,0.0,0.008,0.005,0.0,0.0,0.0,0.0,0.041,0.0,0.006,0.033,0.122,0.026,0.0,0.334,0.19,,0.048,0.223,0.0,0.0,,0.26,0.0,24.29,0.0,0.0,0.05,0.0,0.0,0.0,0.76,0.3,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/wonder-woman,"['Citrus', 'Diesel', 'Fruity', 'Pungent', 'Skunky', 'Sweet']","['Berry', 'Fruity', 'Skunky', 'Sweet', 'Woody']","['Energizing', 'Euphoria', 'Focus', 'Happy', 'Uplifting']"
,Coyote Blue,"Hybrid, Flower, Inhalable",,,,,,0.0,0.004,0.042,0.002,0.001,0.003,0.0,0.048,0.045,0.003,0.087,0.202,0.027000000000000003,0.0,0.745,0.476,,0.034,0.17600000000000002,0.0,0.0,,1.35,0.0,17.13,0.07,0.0,0.08,0.0,0.0,0.0,1.27,0.06,0.03,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/coyote-blue,"['Earthy', 'Herbal', 'Sweet']","['Berry', 'Candy', 'Spicy', 'Sugary', 'Sweet']","['Calming', 'Happy', 'Relaxing', 'Uplifting']"
,Kimbo Kush,"Flower, Inhalable",,,,,,0.0,0.008,0.005,0.0,0.003,0.0,0.0,0.158,0.002,0.005,0.071,0.07200000000000001,0.03,0.0,0.275,0.019,,0.051,0.327,0.0,0.0,,0.18,0.0,17.17,0.0,0.0,0.06,0.0,0.0,0.0,0.31,0.03,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/kimbo-kush,"['Earthy', 'Mango', 'Pungent', 'Sweet']","['Berry', 'Citrus', 'Fruity', 'Sweet']","['Euphoria', 'Happy', 'Relaxing', 'Sleepy']"
,Stardawg,"Flower, Inhalable",,,,,,0.0,0.011,0.004,0.0,0.006999999999999999,0.0,0.0,0.071,0.0,0.003,0.05,0.112,0.036000000000000004,0.0,0.29100000000000004,0.494,,0.075,0.27,0.0,0.0,,0.45,0.0,21.14,0.0,0.0,0.05,0.0,0.0,0.0,0.31,0.11,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/stardawg,"['Diesel', 'Earthy', 'Pine', 'Pungent']","['Diesel', 'Lemon', 'Pine', 'Sweet']","['Energizing', 'Euphoria', 'Giggly', 'Happy', 'Hungry', 'Sociable', 'Uplifting']"
,Mickey Kush,"Flower, Inhalable",,,,,,0.0,0.012,0.026,0.0,0.0,0.07200000000000001,0.0,0.12,0.0,0.004,0.031,0.166,0.048,0.0,0.451,0.254,,0.066,0.431,0.0,0.0,,5.62,0.0,20.31,0.04,0.03,0.09,0.05,0.0,0.0,0.51,0.33,0.06,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/mickey-kush,"['Earthy', 'Kush', 'Lemon', 'Sour', 'Sweet']","['Lemon', 'Peppery', 'Pine', 'Sweet', 'Woody']","['Creative', 'Energizing', 'Euphoria', 'Focus', 'Happy', 'Uplifting']"
,Warlock,"Concentrate, Inhalable",,,,,,0.01,0.0,0.016,0.0,0.0,0.0,0.0,0.495,0.0,0.0,0.145,0.603,0.16899999999999998,0.0,0.5,2.6860000000000004,,0.21,2.417,0.0,0.0,,56.09,0.0,0.0,1.03,0.55,0.0,19.65,0.24,0.0,0.0,2.28,1.95,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/warlock,"['Cheese', 'Earthy', 'Pungent', 'Sour', 'Sweet', 'Woody']","['Berry', 'Fruity', 'Sweet', 'Woody']","['Body High', 'Euphoria', 'Focus', 'Happy', 'Relaxing']"
,Goji OG,"Concentrate, Inhalable",,,,,,0.0,0.0,0.026,0.0,0.003,0.0,0.0,0.705,0.0,0.019,0.18,0.606,0.044,0.0,1.575,1.975,,0.128,0.619,0.0,0.0,,81.84,0.0,0.0,0.98,0.75,0.0,0.2,0.0,0.0,0.0,2.35,2.62,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/goji-og,"['Cherry', 'Pungent', 'Sweet']","['Berry', 'Cherry', 'Strawberry', 'Sweet', 'Tropical']","['Creative', 'Energizing', 'Euphoria', 'Happy', 'Uplifting']"
,Sunny D,"Hybrid, Flower, Inhalable",,,,,,0.0,0.003,0.006999999999999999,0.0,0.0,0.002,0.0,0.078,0.0,0.003,0.019,0.065,0.105,0.0,0.236,0.478,,0.055,0.062,0.0,0.0,,0.92,0.0,19.76,0.0,0.0,0.05,0.0,0.0,0.0,0.45,0.15,0.02,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/sunny-d,"['Citrus', 'Earthy', 'Herbal', 'Lemon', 'Pine', 'Woody']","['Citrus', 'Orange', 'Pine', 'Sour', 'Spicy', 'Woody']","['Body High', 'Energizing', 'Euphoria', 'Focus', 'Motivation', 'Uplifting']"
,Sour Grape,"Concentrate, Inhalable",,,,,,0.0,0.0,0.153,0.0,0.0,0.0,0.0,0.101,0.044,0.0,0.157,0.381,0.111,0.0,1.073,0.47,,0.079,0.153,0.0,0.0,,3.0,0.0,70.32,0.0,0.07,0.2,0.0,0.0,0.0,2.04,0.25,0.0,https://www.allbud.com/marijuana-strains/hybrid/sour-grape,"['Earthy', 'Fruity', 'Grape', 'Pungent', 'Sweet']","['Diesel', 'Fruity', 'Grape', 'Sweet']","['Creative', 'Energizing', 'Euphoria', 'Happy', 'Relaxing', 'Sociable']"
