Test Result UID,Sample Name,Sample Type,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,URL
,Sour Alien (53025),"Flower, Inhalable",,,,,,0.0,0.004,0.004,0.0,0.0,0.0,0.0,0.04,0.003,0.0,0.059000000000000004,0.09300000000000001,0.209,0.0,0.23399999999999999,0.439,,0.106,0.078,0.0,0.0,,0.21,0.0,20.24,0.01,0.0,0.04,0.0,0.0,0.0,0.35,0.04,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/sour-alien
,Durban Poison -53028-,"Flower, Inhalable",,,,,,0.057999999999999996,0.0,0.0,0.004,0.005,0.031,0.01,0.003,0.311,1.901,0.004,0.027000000000000003,0.09300000000000001,0.051,0.08199999999999999,0.424,,0.135,0.188,0.028999999999999998,0.0,,2.97,0.0,17.08,0.17,0.0,0.06,0.0,0.0,0.0,0.72,0.09,0.0,https://www.allbud.com/marijuana-strains/sativa/durban-poison
,Fire OG,"Concentrate, Inhalable",,,,,,0.0,0.0,0.141,0.0,0.012,0.011000000000000001,0.0,0.47200000000000003,0.10400000000000001,0.0,0.503,0.821,0.10300000000000001,0.0,2.572,0.406,,0.10099999999999999,0.376,0.0,0.0,,6.46,0.0,72.05,0.0,0.0,0.18,0.0,0.0,0.0,2.01,0.34,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/fire-og
,Game Changer,"Concentrate, Inhalable",,,,,,0.0,0.005,0.043,0.0,0.0,0.0,0.0,0.027000000000000003,0.0,0.0,0.204,0.7859999999999999,0.032,0.0,2.044,1.6840000000000002,,0.07400000000000001,0.312,0.0,0.0,,4.01,0.0,69.64,0.0,0.0,0.16,0.0,0.0,0.0,4.63,0.62,0.15,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/game-changer
,Sunset Sherbert,"Flower, Inhalable",,,,,,0.0,0.013999999999999999,0.018000000000000002,0.0,0.0,0.0,0.0,0.12300000000000001,0.0,0.033,0.035,0.151,0.046,0.0,0.33299999999999996,0.042,,0.078,0.301,0.0,0.0,,0.59,0.0,21.67,0.0,0.0,0.06,0.0,0.0,0.0,1.48,0.07,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/sunset-sherbert
,Coffee Kush,"Flower, Inhalable",,,,,,0.0,0.006,0.019,0.0,0.021,0.037000000000000005,0.0,0.028999999999999998,0.185,0.0,0.0,0.07,0.068,0.0,0.233,0.555,,0.033,0.057,0.0,0.0,,1.06,0.0,9.98,0.0,0.0,0.07,0.0,0.0,0.0,0.4,0.06,0.01,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/coffee-kush
,Blueberry Cookies,"Flower, Inhalable",,,,,,0.0,0.013999999999999999,0.015,0.0,0.0,0.0,0.0,0.084,0.0,0.0,0.0,0.115,0.552,0.0,0.413,0.9640000000000001,,0.239,0.154,0.0,0.0,,0.78,0.0,17.89,0.0,0.0,0.07,0.0,0.0,0.0,0.45,0.06,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/blueberry-cookies
,Huckleberry,"Concentrate, Inhalable",,,,,,0.0,0.037000000000000005,0.179,0.049,0.0,0.0,0.0,0.306,0.0,0.033,0.011000000000000001,2.009,0.092,0.0,4.126,0.371,,0.153,0.922,0.0,0.0,,3.79,0.0,62.45,0.0,0.0,0.31,0.0,0.0,0.0,1.33,0.5,0.0,https://www.allbud.com/marijuana-strains/hybrid/huckleberry
,Shark Shock,"Flower, Inhalable",,,,,,0.0,0.003,0.012,0.0,0.0,0.0,0.0,0.039,0.02,0.040999999999999995,0.052000000000000005,0.092,0.055999999999999994,0.0,0.299,0.281,,0.04,0.15,0.0,0.0,,0.71,0.0,17.88,0.0,0.0,0.07,0.0,0.0,0.0,0.74,0.06,0.02,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/shark-shock
,XXX,"Concentrate, Inhalable",,,,,,0.0,0.013000000000000001,0.081,0.0,0.021,0.0,0.0,0.133,0.071,0.013000000000000001,0.33,0.409,0.26899999999999996,0.0,1.2690000000000001,1.516,,0.152,0.273,0.0,0.0,,15.93,0.03,60.22,0.14,0.2,0.21,0.0,0.0,0.0,1.21,0.72,0.23,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/xxx
,Diesel,"Flower, Inhalable",,,,,,0.0,0.0,0.027000000000000003,0.0,0.0,0.003,0.0,0.015,0.0,0.0,0.038,0.182,0.138,0.0,0.345,0.612,,0.07,0.064,0.0,0.0,,0.6,0.0,11.86,0.01,0.0,0.04,0.0,0.0,0.0,0.16,0.02,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/diesel
,Black Lime,"Flower, Inhalable",,,,,,0.0,0.01,0.024,0.0,0.0,0.0,0.0,0.077,0.0,0.005,0.106,0.324,0.046,0.0,0.785,0.551,,0.07200000000000001,0.499,0.0,0.0,,0.73,0.0,22.2,0.03,0.0,0.11,0.0,0.0,0.0,0.56,0.07,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/black-lime
,Tangie,"Concentrate, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086,0.0,0.0,0.08199999999999999,0.0,,0.0,0.102,0.0,0.0,,71.6,0.66,0.0,1.02,3.43,0.03,0.36,0.0,0.0,0.0,3.61,0.0,https://www.allbud.com/marijuana-strains/hybrid/tangie
,Lemon Larry --53041--,"Flower, Inhalable",,,,,,0.0,0.013999999999999999,0.018000000000000002,0.0,0.026000000000000002,0.0,0.0,0.366,0.0,0.0,0.107,0.235,0.05,0.0,0.6970000000000001,0.882,,0.107,0.591,0.0,0.0,,1.17,0.01,21.52,0.01,0.0,0.06,0.0,0.0,0.0,0.57,0.15,0.02,https://www.allbud.com/marijuana-strains/hybrid/lemon-larry
,Black Domina,"Indica, Flower, Inhalable",,,,,,0.0,0.01,0.012,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.045,0.155,0.0,0.14300000000000002,0.46399999999999997,,0.087,0.085,0.0,0.0,,0.36,0.0,21.3,0.0,0.0,0.05,0.0,0.0,0.0,0.92,0.1,0.0,https://www.allbud.com/marijuana-strains/indica/black-domina
,Strawberry Banana - Gold Coast Extracts,"Concentrate, Inhalable",,,,,,0.0,0.057,0.032,0.0,0.0,0.0,0.0,0.109,0.33399999999999996,0.111,0.006,0.447,0.244,0.0,1.301,0.27899999999999997,,0.331,1.716,0.0,0.0,,0.83,0.0,83.57,0.0,0.0,0.22,0.0,0.0,0.0,2.31,0.79,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/strawberry-banana
,Watermelon - Nameless Genetics,"Flower, Inhalable",,,,,,0.0,0.012,0.01,0.0,0.0,0.0,0.0,0.037000000000000005,0.0,0.006999999999999999,0.0,0.14300000000000002,0.036000000000000004,0.0,0.48200000000000004,0.6659999999999999,,0.061,0.303,0.0,0.0,,0.48,0.0,26.1,0.01,0.0,0.1,0.0,0.0,0.0,1.1,0.33,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/watermelon
,Bubble Bomb - Nature's Lab Extract,"Concentrate, Inhalable",,,,,,0.0,0.0,0.11800000000000001,0.0,0.0,0.573,0.0,0.17,0.0,0.0,0.0,0.267,0.0,0.0,0.539,0.113,,0.0,0.11,0.0,0.0,,1.82,0.0,82.88,0.0,0.0,0.27,0.0,0.0,0.0,1.93,0.26,0.05,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/bubble-bomb
,Kush Cleaner - Paper Plane Extracts,"Concentrate, Inhalable",,,,,,0.141,0.0,0.242,0.0,0.0,0.0,0.0,0.23800000000000002,0.14,0.39399999999999996,0.0,0.867,0.12,0.17,2.017,0.263,,0.195,0.22899999999999998,0.16699999999999998,0.0,,1.16,0.0,79.69,0.0,0.0,0.3,0.0,0.0,0.0,2.41,0.4,0.0,https://www.allbud.com/marijuana-strains/hybrid/kush-cleaner
,Fruit Punch - Paper Plane Extracts,"Concentrate, Inhalable",,,,,,0.11599999999999999,0.021,0.32799999999999996,0.039,0.0,0.0,0.0,0.308,0.311,0.542,0.004,1.172,0.121,0.13,3.3,0.336,,0.214,0.456,0.126,0.0,,2.12,0.0,71.35,0.0,0.0,0.21,0.0,0.0,0.0,3.62,0.2,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/fruit-punch
,Blood Diamond OG - The Humboldt Cure,"Concentrate, Inhalable",,,,,,0.094,0.015,0.085,0.02,0.0,0.385,0.0,0.161,0.077,0.423,0.223,0.32,0.28600000000000003,0.106,0.716,0.382,,0.192,0.18100000000000002,0.10300000000000001,0.0,,10.96,0.0,67.39,0.15,0.0,0.22,0.0,0.0,0.0,3.57,0.38,0.33,https://www.allbud.com/marijuana-strains/indica/blood-diamond-og
,Jack the Ripper,"Concentrate, Inhalable",,,,,,0.006,0.0,0.23600000000000002,0.017,0.0,0.384,0.013999999999999999,0.081,0.0,0.43799999999999994,0.293,0.449,0.16399999999999998,0.013000000000000001,1.317,0.381,,0.149,0.153,0.035,0.0,,5.87,0.0,68.66,0.0,0.0,0.22,0.0,0.0,0.0,3.55,0.46,0.15,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/jack-the-ripper
,Lemon G,"Concentrate, Inhalable",,,,,,0.0,0.018000000000000002,0.19699999999999998,0.049,0.111,0.611,0.0,0.6409999999999999,0.16,0.156,1.662,0.638,0.12,0.0,2.077,1.161,,0.162,0.34,0.0,0.0,,4.92,0.0,69.23,0.24,0.0,0.18,0.0,0.0,0.0,1.42,0.31,0.04,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/lemon-g
,Docs OG,"Flower, Inhalable",,,,,,0.0,0.006999999999999999,0.013000000000000001,0.0,0.0,0.0,0.0,0.008,0.0,0.002,0.051,0.141,0.40399999999999997,0.0,0.45399999999999996,1.3430000000000002,,0.201,0.19699999999999998,0.0,0.0,,1.23,0.01,18.75,0.0,0.0,0.07,0.0,0.0,0.0,0.57,0.12,0.02,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/docs-og
,Turbo Diesel,"Flower, Inhalable",,,,,,0.0,0.023,0.019,0.0,0.035,0.031,0.0,0.293,0.0,0.033,0.07,0.245,0.07,0.0,0.551,0.251,,0.11,0.45899999999999996,0.0,0.0,,0.48,0.0,15.54,0.02,0.0,0.06,0.0,0.01,0.02,0.26,0.04,0.07,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/turbo-diesel
,Purps,"Flower, Inhalable",,,,,,0.0,0.0,0.018000000000000002,0.0,0.001,0.0,0.0,0.092,0.08199999999999999,0.0,0.039,0.07400000000000001,0.207,0.0,0.249,0.8290000000000001,,0.057,0.031,0.0,0.0,,0.47,0.0,14.01,0.0,0.0,0.04,0.0,0.0,0.0,0.12,0.15,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/purps
,Pure Kush - I,"Concentrate, Inhalable",,,,,,0.0,0.023,0.132,0.0,0.0,0.0,0.08900000000000001,0.40700000000000003,0.0,0.0,0.622,0.23,0.08199999999999999,0.0,0.7979999999999999,0.45299999999999996,,0.22899999999999998,0.27399999999999997,0.0,0.0,,83.56,0.0,0.2,1.18,0.75,0.0,0.23,0.0,0.0,0.0,1.63,2.67,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/pure-kush
,Skunk #1,"Flower, Inhalable",,,,,,0.0,0.019,0.017,0.0,0.034,0.027999999999999997,0.0,0.16399999999999998,0.0,0.037000000000000005,0.023,0.132,0.055999999999999994,0.0,0.306,0.085,,0.091,0.38299999999999995,0.0,0.0,,0.54,0.0,15.51,0.02,0.0,0.08,0.0,0.0,0.0,0.19,0.05,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/skunk-1
,Blood Drive,"Flower, Inhalable",,,,,,0.0,0.015,0.003,0.005,0.001,0.0,0.0,0.11199999999999999,0.061,0.015,0.009000000000000001,0.14,0.091,0.0,0.308,0.078,,0.099,0.521,0.001,0.0,,0.44,0.0,17.6,0.0,0.0,0.07,0.0,0.0,0.0,0.65,0.18,0.01,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/blood-drive
,Sky OG,"Indica, Flower, Inhalable",,,,,,0.0,0.009000000000000001,0.006999999999999999,0.0,0.008,0.0,0.0,0.14400000000000002,0.002,0.013000000000000001,0.044000000000000004,0.14300000000000002,0.035,0.0,0.43700000000000006,1.11,,0.075,0.455,0.001,0.0,,0.78,0.0,22.23,0.0,0.0,0.06,0.0,0.0,0.0,0.65,0.17,0.01,https://www.allbud.com/marijuana-strains/indica/sky-og
,Goo,"Indica, Flower, Inhalable",,,,,,0.0,0.003,0.003,0.0,0.001,0.039,0.0,0.015,0.003,0.008,0.027000000000000003,0.038,0.081,0.0,0.095,0.7,,0.046,0.079,0.001,0.0,,0.39,0.0,6.74,0.0,0.0,11.48,0.17,0.0,0.06,0.48,0.15,0.02,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/goo
,Kings Kush,"Indica, Flower, Inhalable",,,,,,0.033,0.015,0.011000000000000001,0.008,0.037000000000000005,0.032,0.0,0.11,0.0,0.035,0.061,0.11800000000000001,0.031,0.037000000000000005,0.314,0.040999999999999995,,0.057,0.165,0.035,0.032,,0.23,0.01,18.31,0.03,0.0,0.04,0.0,0.0,0.0,0.84,0.03,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/kings-kush
,OG Matic,"Indica, Flower, Inhalable",,,,,,0.0,0.02,0.017,0.0,0.0,0.0,0.0,0.14,0.0,0.009000000000000001,0.0,0.096,0.057,0.0,0.32299999999999995,0.26899999999999996,,0.091,0.409,0.0,0.0,,0.33,0.0,24.8,0.01,0.0,0.1,0.0,0.0,0.0,1.33,0.09,0.0,https://www.allbud.com/marijuana-strains/hybrid/og-matic
,Laffy Taffy,"Flower, Inhalable",,,,,,0.052000000000000005,0.0,0.013000000000000001,0.012,0.0,0.04,0.0,0.079,0.036000000000000004,0.237,0.018000000000000002,0.068,0.042,0.054000000000000006,0.126,0.154,,0.081,0.083,0.05,0.0,,0.44,0.0,13.11,0.01,0.0,0.05,0.0,0.0,0.0,0.18,0.07,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/laffy-taffy
,Lemon OG,"Concentrate, Inhalable",,,,,,0.0,0.012,0.166,0.027000000000000003,0.019,0.0,0.0,0.47,0.011000000000000001,0.013000000000000001,0.523,0.562,0.096,0.0,1.419,0.261,,0.109,0.489,0.0,0.0,,4.6,0.0,67.65,0.0,0.05,0.9,0.0,0.0,0.0,1.47,0.19,0.06,https://www.allbud.com/marijuana-strains/hybrid/lemon-og
,Holy Grail,"Concentrate, Inhalable",,,,,,0.0,0.021,0.126,0.0,0.0,0.0,0.0,0.153,0.0,0.016,0.18100000000000002,0.44799999999999995,0.215,0.0,1.433,0.369,,0.20800000000000002,0.502,0.0,0.0,,1.87,0.0,75.29,0.0,0.0,0.18,0.0,0.0,0.0,2.61,0.17,0.0,https://www.allbud.com/marijuana-strains/hybrid/holy-grail
,Candyland,"Concentrate, Inhalable",,,,,,0.0,0.006999999999999999,0.15,0.0,0.0,0.045,0.0,0.142,0.026000000000000002,0.016,0.185,0.255,0.16399999999999998,0.0,0.833,0.249,,0.128,0.235,0.0,0.0,,1.71,0.02,77.23,0.0,0.0,0.18,0.0,0.0,0.0,2.83,0.25,0.04,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/candyland
,Cherry Pie (Nug Run),"Concentrate, Inhalable",,,,,,0.0,0.023,0.11599999999999999,0.002,0.0,0.29,0.0,0.27399999999999997,0.011000000000000001,0.053,0.20600000000000002,0.892,0.18899999999999997,0.0,2.214,0.69,,0.209,1.178,0.002,0.0,,4.85,0.0,71.38,0.0,0.0,0.16,0.0,0.0,0.0,1.04,0.16,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/cherry-pie
,Butter OG,"Flower, Inhalable",,,,,,0.0,0.017,0.008,0.0,0.013999999999999999,0.003,0.0,0.153,0.001,0.015,0.044000000000000004,0.11199999999999999,0.066,0.0,0.358,0.7170000000000001,,0.124,0.534,0.0,0.0,,0.52,0.0,23.47,0.0,0.0,0.05,0.0,0.0,0.0,0.6,0.12,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/butter-og
,Skywalker OG Kush,"Indica, Flower, Inhalable",,,,,,0.0,0.018000000000000002,0.018000000000000002,0.0,0.028999999999999998,0.0,0.0,0.132,0.0,0.013000000000000001,0.0,0.133,0.048,0.0,0.39899999999999997,0.917,,0.091,0.495,0.0,0.0,,1.3,0.0,21.34,0.02,0.0,0.06,0.0,0.0,0.0,0.6,0.1,0.01,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/skywalker-og-kush
,Jesus,"Flower, Inhalable",,,,,,0.0,0.013000000000000001,0.006999999999999999,0.0,0.011000000000000001,0.0,0.0,0.064,0.159,0.0,0.04,0.073,0.7,0.0,0.268,0.485,,0.19399999999999998,0.171,0.0,0.0,,0.6,0.03,21.51,0.02,0.0,0.07,0.0,0.0,0.0,0.65,0.1,0.02,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/jesus
,Gorilla Cookies (Nug Run),"Concentrate, Inhalable",,,,,,0.0,0.009000000000000001,0.122,0.0,0.0,0.038,0.0,0.317,0.019,0.0,0.245,0.672,0.2,0.0,1.905,0.705,,0.16399999999999998,0.65,0.0,0.0,,3.35,0.0,67.7,0.0,0.0,0.18,0.0,0.0,0.0,1.87,0.28,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/gorilla-cookies
,Pineapple OG,"Concentrate, Inhalable",,,,,,0.0,0.032,0.14300000000000002,0.0,0.0,0.838,0.0,0.426,2.859,0.132,0.16399999999999998,0.752,1.003,0.0,2.185,8.263,,0.373,1.3969999999999998,0.0,0.0,,32.43,0.0,20.59,0.23,0.14,0.21,0.0,0.0,0.0,1.27,1.12,0.73,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/pineapple-og
,CHEM DOG,"Flower, Inhalable",,,,,,0.0,0.011000000000000001,0.008,0.0,0.006999999999999999,0.019,0.004,0.003,0.002,0.006,0.128,0.336,0.038,0.0,0.8420000000000001,0.445,,0.077,0.49700000000000005,0.0,0.0,,1.32,0.0,19.4,0.0,0.0,0.05,0.0,0.0,0.0,0.24,0.08,0.03,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/chem-dog
,Phantom Cookies,"Flower, Inhalable",,,,,,0.0,0.015,0.008,0.0,0.011000000000000001,0.0,0.0,0.131,0.0,0.006999999999999999,0.094,0.204,0.057999999999999996,0.0,0.6729999999999999,0.418,,0.10400000000000001,0.637,0.0,0.0,,0.44,0.0,22.1,0.0,0.0,0.09,0.0,0.0,0.0,0.47,0.06,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/phantom-cookies
,Sour Tangie,"Flower, Inhalable",,,,,,0.0,0.004,0.008,0.0,0.0,0.0,0.0,0.02,0.006999999999999999,0.004,0.07200000000000001,0.12,0.023,0.0,0.292,0.11,,0.033,0.11,0.0,0.0,,0.23,0.0,16.31,0.0,0.0,0.08,0.0,0.0,0.0,0.42,0.08,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/sour-tangie
,Space Bomb,"Flower, Inhalable",,,,,,0.0,0.013999999999999999,0.008,0.0,0.0,0.0,0.0,0.075,0.095,0.04,0.0,0.09699999999999999,0.06,0.0,0.19399999999999998,0.627,,0.086,0.312,0.0,0.0,,0.45,0.0,21.35,0.01,0.0,0.07,0.0,0.0,0.0,1.0,0.07,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/space-bomb
,Larry OG,"Flower, Inhalable",,,,,,0.0,0.022000000000000002,0.008,0.0,0.034,0.0,0.0,0.0,0.0,0.036000000000000004,0.018000000000000002,0.14,0.07,0.0,0.391,0.09300000000000001,,0.107,0.501,0.0,0.0,,0.43,0.0,21.59,0.02,0.0,0.04,0.0,0.0,0.0,0.49,0.12,0.0,https://www.allbud.com/marijuana-strains/hybrid/larry-og
,Locktite,"Flower, Inhalable",,,,,,0.0,0.005,0.013999999999999999,0.0,0.0,0.099,0.0,0.077,0.038,0.0,0.077,0.244,0.036000000000000004,0.0,0.586,0.48,,0.05,0.1,0.0,0.0,,1.59,0.01,20.19,0.06,0.0,0.07,0.0,0.0,0.0,0.5,0.05,0.02,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/locktite
,Strawberry Cough,"Sativa, Flower, Inhalable",,,,,,0.0,0.006,0.013000000000000001,0.0,0.0,0.061,0.0,0.081,0.034,0.0,0.006,0.087,0.019,0.0,0.161,1.011,,0.052000000000000005,0.11900000000000001,0.0,0.0,,1.01,0.01,17.43,0.04,0.0,0.07,0.0,0.0,0.0,0.66,0.04,0.01,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/strawberry-cough
,Black Jack,"Sativa, Flower, Inhalable",,,,,,0.0,0.011000000000000001,0.011000000000000001,0.0,0.0,0.0,0.0,0.08199999999999999,0.0,0.034,0.042,0.114,0.036000000000000004,0.0,0.317,0.201,,0.064,0.295,0.0,0.0,,0.31,0.0,18.18,0.01,0.0,0.05,0.0,0.0,0.0,1.12,0.04,0.01,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/black-jack
,Super Sour Diesel,"Flower, Inhalable",,,,,,0.0,0.027000000000000003,0.009000000000000001,0.0,0.04,0.0,0.0,0.0,0.0,0.042,0.017,0.141,0.08900000000000001,0.0,0.382,0.312,,0.12300000000000001,0.655,0.0,0.0,,0.7,0.01,21.7,0.03,0.0,0.05,0.0,0.0,0.0,0.46,0.11,0.02,https://www.allbud.com/marijuana-strains/sativa/super-sour-diesel
,Sour Pineapple,"Concentrate, Inhalable",,,,,,0.0,0.018000000000000002,0.149,0.0,0.0,0.049,0.0,0.126,0.073,0.198,0.335,0.5539999999999999,0.413,0.0,1.381,1.001,,0.257,0.45799999999999996,0.0,0.0,,4.26,0.0,66.74,0.0,0.0,2.46,0.12,0.0,0.1,1.26,0.25,0.09,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/sour-pineapple
,Pineapple Euphoria,"Concentrate, Inhalable",,,,,,0.0,0.0,0.157,0.0,0.0,0.102,0.0,0.10800000000000001,0.033,0.042,0.094,0.409,0.19399999999999998,0.0,1.064,0.602,,0.109,0.299,0.0,0.0,,4.22,0.0,63.33,0.0,0.0,4.71,0.19,0.0,0.15,1.29,0.21,0.07,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/pineapple-euphoria
,White Dream,"Concentrate, Inhalable",,,,,,0.0,0.0,0.08199999999999999,0.0,0.0,0.062,0.0,0.147,0.028999999999999998,0.0,0.138,0.2,0.42,0.0,0.5660000000000001,0.542,,0.23,0.262,0.0,0.0,,1.81,0.0,82.93,0.0,0.0,0.19,0.0,0.0,0.0,2.62,0.19,0.0,https://www.allbud.com/marijuana-strains/hybrid/white-dream
,Sour OG,"Concentrate, Inhalable",,,,,,0.0,0.0,0.073,0.0,0.023,0.012,0.0,0.18899999999999997,0.0,0.0,0.425,0.631,0.032,0.0,1.7380000000000002,0.024,,0.037000000000000005,0.158,0.0,0.0,,11.79,0.04,69.72,0.0,0.08,0.19,0.0,0.0,0.0,1.01,0.27,0.16,https://www.allbud.com/marijuana-strains/hybrid/sour-og
,Agent O,"Concentrate, Inhalable",,,,,,0.0,0.0,0.06,0.0,0.0,0.256,0.0,0.142,0.0,0.314,0.389,0.24,0.203,0.0,0.732,0.39899999999999997,,0.161,0.20800000000000002,0.01,0.0,,6.83,0.0,68.67,0.0,0.0,0.17,0.0,0.0,0.0,0.64,0.2,0.13,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/agent-o
,SFV - NTM44,"Concentrate, Inhalable",,,,,,0.0,0.0,0.023,0.035,0.125,0.10300000000000001,0.0,0.175,0.0,0.132,0.0,0.21,0.024,0.0,0.478,0.135,,0.125,0.153,0.122,0.0,,77.41,0.32,0.06,0.78,1.76,0.03,0.55,0.0,0.0,0.0,2.71,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/sfv
,Chem Scout,"Concentrate, Inhalable",,,,,,0.0,0.034,0.048,0.0,0.09699999999999999,0.0,0.0,0.297,0.0,0.099,0.086,0.987,0.1,0.0,2.294,0.91,,0.193,0.75,0.0,0.0,,5.8,0.0,67.54,0.04,0.0,0.22,0.0,0.0,0.01,3.87,0.28,0.0,https://www.allbud.com/marijuana-strains/hybrid/chem-scout
,Grease Monkey,"Flower, Inhalable",,,,,,0.0,0.016,0.013999999999999999,0.0,0.0,0.0,0.0,0.061,0.071,0.033,0.001,0.166,0.33399999999999996,0.0,0.32799999999999996,0.802,,0.139,0.275,0.0,0.0,,,,,,,,,,,,,,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/grease-monkey
,Lemon Meringue,"Flower, Inhalable",,,,,,0.0,0.013999999999999999,0.006999999999999999,0.0,0.0,0.053,0.0,0.19699999999999998,0.0,0.033,0.002,0.065,0.045,0.0,0.141,1.24,,0.083,0.256,0.0,0.0,,0.3,0.0,33.37,0.0,0.0,0.08,0.0,0.0,0.0,0.74,0.16,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/lemon-meringue
,Skywalker Kush,"Flower, Inhalable",,,,,,0.0,0.012,0.012,0.0,0.003,0.0,0.0,0.065,0.059000000000000004,0.006,0.035,0.063,0.084,0.0,0.203,0.19399999999999998,,0.091,0.40700000000000003,0.0,0.0,,0.73,0.0,13.46,0.0,0.0,0.04,0.0,0.0,0.0,0.21,0.16,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/skywalker-kush
,Blueberry Kush,"Flower, Inhalable",,,,,,0.0,0.017,0.005,0.0,0.0,0.013999999999999999,0.0,0.062,0.0,0.006999999999999999,0.05,0.064,0.9259999999999999,0.0,0.177,0.57,,0.364,0.239,0.0,0.0,,0.35,0.0,23.27,0.0,0.0,0.06,0.0,0.0,0.0,0.27,0.06,0.0,https://www.allbud.com/marijuana-strains/indica/blueberry-kush
,Blueberry,"Concentrate, Inhalable",,,,,,0.0,0.006,0.15,0.005,0.003,0.096,0.0,0.153,0.022000000000000002,0.036000000000000004,0.204,0.32899999999999996,0.42,0.0,0.904,0.45,,0.239,0.214,0.003,0.0,,2.32,0.0,72.18,0.0,0.0,0.18,0.0,0.0,0.0,2.24,0.14,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/blueberry
,Sour Candy,"Concentrate, Inhalable",,,,,,0.0,0.02,0.215,0.006,0.003,0.067,0.0,0.19,0.033,0.10099999999999999,0.268,0.757,0.18600000000000003,0.0,2.437,0.23199999999999998,,0.182,0.35,0.0,0.0,,3.06,0.0,70.96,0.0,0.0,0.17,0.0,0.0,0.0,1.48,0.21,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/sour-candy
