Test Result UID,Sample Name,Sample Type,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,URL
,White Fire OG,"Flower, Inhalable",,,,,,0.0,0.011000000000000001,0.012,0.0,0.006,0.003,0.0,0.14400000000000002,0.0,0.011000000000000001,0.061,0.102,0.04,0.0,0.32,0.569,,0.081,0.371,0.0,0.0,,1.15,0.0,20.66,0.0,0.0,0.05,0.0,0.0,0.0,0.62,0.12,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/white-fire-og
,Cali Gold,"Hybrid, Flower, Inhalable",,,,,,0.0,0.013000000000000001,0.006999999999999999,0.0,0.006,0.0,0.0,0.111,0.0,0.003,0.035,0.068,0.045,0.0,0.22399999999999998,0.237,,0.08,0.315,0.0,0.0,,1.6,0.0,17.23,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,https://www.allbud.com/marijuana-strains/hybrid/cali-gold
,Hawaiian Skunk,"Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.188,0.0,0.0,0.063,0.10099999999999999,0.0,0.152,0.409,,0.057999999999999996,0.11699999999999999,0.0,0.0,,1.96,0.0,17.92,0.0,0.0,0.02,0.0,0.0,0.0,1.65,0.16,0.04,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/hawaiian-skunk
,3X Crazy,"Flower, Inhalable",,,,,,0.0,0.003,0.004,0.0,0.002,0.0,0.0,0.096,0.0,0.0,0.006999999999999999,0.069,0.012,0.0,0.201,0.57,,0.027000000000000003,0.12300000000000001,0.0,0.0,,0.77,0.0,13.62,0.0,0.0,0.05,0.0,0.0,0.0,0.17,0.05,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/3x-crazy
,Strawberry Tahoe,"Hybrid, Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.07,0.245,0.0,0.166,0.077,,0.069,0.045,0.0,0.0,,0.38,0.0,17.24,0.0,0.0,,0.0,0.0,0.0,1.02,0.07,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/strawberry-tahoe
,Kosher Dawg,"Hybrid, Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.006999999999999999,0.0,0.08199999999999999,0.038,0.0,0.27399999999999997,0.235,,0.069,0.23399999999999999,0.0,0.0,,1.15,0.0,24.42,0.0,0.0,,0.0,0.0,0.0,0.73,0.14,0.0,https://www.allbud.com/marijuana-strains/hybrid/kosher-dawg
,Paris Og,"Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.013000000000000001,0.0,0.07400000000000001,0.048,0.0,0.255,0.637,,0.092,0.45299999999999996,0.0,0.0,,0.81,0.0,24.11,0.0,0.0,0.02,0.0,0.0,0.0,1.02,0.12,0.0,https://www.allbud.com/marijuana-strains/indica/paris-og
,Dragon OG,"Flower, Inhalable",,,,,,0.0,0.013000000000000001,0.008,0.0,0.003,0.0,0.0,0.07400000000000001,0.0,0.005,0.086,0.098,0.040999999999999995,0.0,0.33899999999999997,0.192,,0.084,0.445,0.0,0.0,,0.68,0.0,25.53,0.0,0.0,0.08,0.0,0.0,0.0,0.91,0.11,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/dragon-og
,Mango Trainwreck,"Hybrid, Flower, Inhalable",,,,,,0.0,0.013999999999999999,0.005,0.0,0.001,0.0,0.0,0.08900000000000001,0.0,0.012,0.016,0.149,0.047,0.0,0.493,0.855,,0.09,0.461,0.0,0.0,,0.4,0.0,23.67,0.0,0.0,0.07,0.0,0.0,0.0,0.47,0.11,0.0,https://www.allbud.com/marijuana-strains/hybrid/mango-trainwreck
,Afgoo,"Indica, Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.001,0.036000000000000004,0.0,0.044000000000000004,0.18600000000000003,0.004,0.015,0.024,0.063,0.0,0.064,1.176,,0.028999999999999998,0.013000000000000001,0.0,0.0,,0.49,0.0,20.61,0.0,0.0,0.05,0.0,0.0,0.0,0.65,0.07,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/afgoo
,Deep Sleep,"Indica, Flower, Inhalable",,,,,,0.0,0.006999999999999999,0.005,0.0,0.0,0.0,0.0,0.04,0.0,0.003,0.031,0.036000000000000004,0.11699999999999999,0.0,0.129,0.493,,0.073,0.106,0.0,0.0,,0.59,0.0,19.0,0.0,0.0,0.04,0.0,0.0,0.0,0.16,0.05,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/deep-sleep
,Wonder Woman,"Hybrid, Flower, Inhalable",,,,,,0.0,0.008,0.005,0.0,0.0,0.0,0.0,0.040999999999999995,0.0,0.006,0.033,0.122,0.026000000000000002,0.0,0.33399999999999996,0.19,,0.048,0.223,0.0,0.0,,0.26,0.0,24.29,0.0,0.0,0.05,0.0,0.0,0.0,0.76,0.3,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/wonder-woman
,Coyote Blue,"Hybrid, Flower, Inhalable",,,,,,0.0,0.004,0.042,0.002,0.001,0.003,0.0,0.048,0.045,0.003,0.087,0.20199999999999999,0.027000000000000003,0.0,0.745,0.47600000000000003,,0.034,0.17600000000000002,0.0,0.0,,1.35,0.0,17.13,0.07,0.0,0.08,0.0,0.0,0.0,1.27,0.06,0.03,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/coyote-blue
,Kimbo Kush,"Flower, Inhalable",,,,,,0.0,0.008,0.005,0.0,0.003,0.0,0.0,0.158,0.002,0.005,0.071,0.07200000000000001,0.03,0.0,0.275,0.019,,0.051,0.327,0.0,0.0,,0.18,0.0,17.17,0.0,0.0,0.06,0.0,0.0,0.0,0.31,0.03,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/kimbo-kush
,Stardawg,"Flower, Inhalable",,,,,,0.0,0.011000000000000001,0.004,0.0,0.006999999999999999,0.0,0.0,0.071,0.0,0.003,0.05,0.11199999999999999,0.036000000000000004,0.0,0.29100000000000004,0.494,,0.075,0.27,0.0,0.0,,0.45,0.0,21.14,0.0,0.0,0.05,0.0,0.0,0.0,0.31,0.11,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/stardawg
,Mickey Kush,"Flower, Inhalable",,,,,,0.0,0.012,0.026000000000000002,0.0,0.0,0.07200000000000001,0.0,0.12,0.0,0.004,0.031,0.166,0.048,0.0,0.451,0.254,,0.066,0.431,0.0,0.0,,5.62,0.0,20.31,0.04,0.03,0.09,0.05,0.0,0.0,0.51,0.33,0.06,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/mickey-kush
,Warlock,"Concentrate, Inhalable",,,,,,0.01,0.0,0.016,0.0,0.0,0.0,0.0,0.495,0.0,0.0,0.145,0.603,0.16899999999999998,0.0,0.5,2.6860000000000004,,0.21,2.417,0.0,0.0,,56.09,0.0,0.0,1.03,0.55,0.0,19.65,0.24,0.0,0.0,2.28,1.95,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/warlock
,Goji OG,"Concentrate, Inhalable",,,,,,0.0,0.0,0.026000000000000002,0.0,0.003,0.0,0.0,0.705,0.0,0.019,0.18,0.606,0.044000000000000004,0.0,1.575,1.975,,0.128,0.619,0.0,0.0,,81.84,0.0,0.0,0.98,0.75,0.0,0.2,0.0,0.0,0.0,2.35,2.62,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/goji-og
,Sunny D,"Hybrid, Flower, Inhalable",,,,,,0.0,0.003,0.006999999999999999,0.0,0.0,0.002,0.0,0.078,0.0,0.003,0.019,0.065,0.105,0.0,0.23600000000000002,0.478,,0.055,0.062,0.0,0.0,,0.92,0.0,19.76,0.0,0.0,0.05,0.0,0.0,0.0,0.45,0.15,0.02,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/sunny-d
,Sour Grape,"Concentrate, Inhalable",,,,,,0.0,0.0,0.153,0.0,0.0,0.0,0.0,0.10099999999999999,0.044000000000000004,0.0,0.157,0.381,0.111,0.0,1.073,0.47,,0.079,0.153,0.0,0.0,,3.0,0.0,70.32,0.0,0.07,0.2,0.0,0.0,0.0,2.04,0.25,0.0,https://www.allbud.com/marijuana-strains/hybrid/sour-grape
,Dark Knight,"Concentrate, Inhalable",,,,,,0.0,0.0,0.127,0.0,0.0,0.109,0.0,0.22899999999999998,0.027000000000000003,0.0,0.267,0.426,0.254,0.0,1.253,0.653,,0.12300000000000001,0.18100000000000002,0.0,0.0,,9.0,0.0,66.43,0.0,0.46,0.17,0.0,0.0,0.0,0.78,0.41,0.16,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/dark-knight
,Apollo,"Flower, Inhalable",,,,,,0.0,0.004,0.004,0.0,0.0,0.0,0.0,0.09300000000000001,0.0,0.0,0.015,0.109,0.013999999999999999,0.0,0.275,0.877,,0.031,0.17,0.0,0.0,,0.78,0.0,17.15,0.0,0.0,0.07,0.0,0.0,0.0,0.53,0.07,0.01,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/apollo
,Candy Kush,"Flower, Inhalable",,,,,,0.0,0.006,0.018000000000000002,0.0,0.0,0.002,0.0,0.044000000000000004,0.0,0.0,0.105,0.245,0.042,0.0,0.638,0.087,,0.039,0.204,0.0,0.0,,7.02,0.0,12.88,0.0,0.05,0.07,0.0,0.0,0.0,0.28,0.11,0.08,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/candy-kush
,LA Cheese,"Indica, Flower, Inhalable",,,,,,0.0,0.006999999999999999,0.005,0.006999999999999999,0.0,0.008,0.0,0.057,0.0,0.0,0.057,0.125,0.028999999999999998,0.0,0.27899999999999997,0.057999999999999996,,0.044000000000000004,0.23199999999999998,0.0,0.0,,0.65,0.0,16.13,0.0,0.0,0.05,0.0,0.0,0.0,0.23,0.08,0.01,https://www.allbud.com/marijuana-strains/hybrid/la-cheese
,Orange 43,"Flower, Inhalable",,,,,,0.043,0.009000000000000001,0.003,0.006,0.004,0.003,0.0,0.11199999999999999,0.013000000000000001,1.085,0.08,0.062,0.091,0.03,0.21100000000000002,0.812,,0.17300000000000001,0.409,0.018000000000000002,0.0,,1.24,0.0,29.14,0.0,0.0,0.07,0.0,0.0,0.0,0.86,0.14,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/orange-43
,Bubble Gum,"Flower, Inhalable",,,,,,0.0,0.006999999999999999,0.01,0.003,0.0,0.068,0.0,0.022000000000000002,0.0,0.0,0.035,0.064,0.33399999999999996,0.0,0.153,1.094,,0.16399999999999998,0.107,0.0,0.0,,0.5,0.0,16.67,0.0,0.0,0.06,0.0,0.0,0.0,0.52,0.06,0.0,https://www.allbud.com/marijuana-strains/hybrid/bubble-gum
,Special Queen,"Flower, Inhalable",,,,,,0.0,0.004,0.006,0.0,0.0,0.032,0.0,0.01,0.0,0.0,0.025,0.046,0.276,0.0,0.11699999999999999,0.584,,0.12,0.055,0.0,0.0,,0.37,0.0,12.8,0.0,0.0,0.06,0.0,0.0,0.0,0.74,0.04,0.0,https://www.allbud.com/marijuana-strains/hybrid/special-queen
,Dark Star,"Flower, Inhalable",,,,,,0.016,0.005,0.003,0.003,0.001,0.034,0.0,0.021,0.09,0.303,0.0,0.013000000000000001,0.258,0.009000000000000001,0.043,0.7070000000000001,,0.14400000000000002,0.09699999999999999,0.006999999999999999,0.0,,2.6,0.0,22.16,0.0,0.0,0.07,0.0,0.0,0.0,1.72,0.15,0.03,https://www.allbud.com/marijuana-strains/indica/dark-star
,Cold Creek Kush-,"Flower, Inhalable",,,,,,0.0,0.01,0.008,0.0,0.004,0.0,0.0,0.08900000000000001,0.0,0.003,0.046,0.096,0.036000000000000004,0.0,0.312,0.478,,0.071,0.33299999999999996,0.0,0.0,,2.03,0.0,18.74,0.0,0.0,0.04,0.0,0.0,0.0,0.5,0.13,0.03,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/cold-creek-kush
,Crypt,"Flower, Inhalable",,,,,,0.013000000000000001,0.003,0.0,0.0,0.0,0.0,0.0,0.019,0.084,0.309,0.022000000000000002,0.017,0.031,0.008,0.064,0.39399999999999996,,0.055999999999999994,0.134,0.006,0.0,,0.41,0.0,17.83,0.0,0.0,0.05,0.0,0.0,0.0,0.59,0.05,0.0,https://www.allbud.com/marijuana-strains/hybrid/crypt
,Dirty Girl,"Flower, Inhalable",,,,,,0.0,0.005,0.006999999999999999,0.0,0.0,0.067,0.0,0.027999999999999997,0.0,0.0,0.003,0.037000000000000005,0.133,0.0,0.14,0.773,,0.083,0.09699999999999999,0.0,0.0,,0.75,0.0,16.25,0.05,0.0,0.05,0.0,0.0,0.02,0.6,0.08,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/dirty-girl
,Blueberry Pie,"Hybrid, Flower, Inhalable",,,,,,0.0,0.013999999999999999,0.003,0.0,0.002,0.0,0.0,0.25,0.002,0.015,0.0,0.10400000000000001,0.057,0.0,0.366,0.08,,0.1,0.654,0.0,0.0,,1.28,0.0,24.1,0.0,0.0,0.02,0.0,0.0,0.0,0.64,0.09,0.0,https://www.allbud.com/marijuana-strains/hybrid/blueberry-pie
,Herijuana,"Indica, Flower, Inhalable",,,,,,0.0,0.015,0.005,0.0,0.005,0.003,0.0,0.163,0.0,0.012,0.0,0.165,0.06,0.0,0.546,0.778,,0.11,0.605,0.0,0.0,,1.89,0.0,24.03,0.0,0.0,0.02,0.0,0.0,0.0,0.71,0.1,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/herijuana
,Orange Fruity Pebbles,"Flower, Inhalable",,,,,,0.067,0.006,0.005,0.006,0.004,0.005,0.0,0.027999999999999997,0.022000000000000002,1.795,0.037000000000000005,0.069,0.10800000000000001,0.054000000000000006,0.17600000000000002,0.826,,0.179,0.38,0.027000000000000003,0.003,,1.74,0.0,20.5,0.0,0.0,0.05,0.0,0.0,0.0,0.92,0.13,0.02,https://www.allbud.com/marijuana-strains/hybrid/orange-fruity-pebbles
,Pineapple Sage,"Sativa, Flower, Inhalable",,,,,,0.035,0.009000000000000001,0.004,0.006999999999999999,0.002,0.011000000000000001,0.0,0.054000000000000006,0.18,0.858,0.021,0.042,0.076,0.027000000000000003,0.13,0.302,,0.102,0.29,0.021,0.003,,4.73,0.0,19.87,0.0,0.0,0.07,0.0,0.0,0.0,1.82,0.22,0.03,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/pineapple-sage
,Lucid Blue,"Flower, Inhalable",,,,,,0.0,0.009000000000000001,0.008,0.001,0.0,0.006,0.0,0.055999999999999994,0.001,0.003,0.1,0.049,0.47600000000000003,0.0,0.17800000000000002,0.222,,0.20600000000000002,0.11699999999999999,0.0,0.0,,0.35,0.0,16.84,0.0,0.0,0.05,0.0,0.0,0.0,0.49,0.05,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/lucid-blue
,Golden Tangie,"Flower, Inhalable",,,,,,0.026000000000000002,0.006,0.004,0.003,0.0,0.057999999999999996,0.0,0.053,0.008,0.53,0.021,0.075,0.273,0.017,0.22399999999999998,0.551,,0.166,0.10300000000000001,0.01,0.0,,0.65,0.0,17.15,0.0,0.0,0.05,0.0,0.0,0.0,0.3,0.09,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/golden-tangie
,Eagle Scout,"Hybrid, Flower, Inhalable",,,,,,0.0,0.013999999999999999,0.008,0.0,0.006,0.011000000000000001,0.0,0.257,0.003,0.015,0.05,0.071,0.051,0.0,0.233,0.21100000000000002,,0.099,0.617,0.0,0.0,,0.42,0.0,20.8,0.0,0.0,0.07,0.0,0.0,0.0,0.16,0.1,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/eagle-scout
,Jack OG,"Hybrid, Flower, Inhalable",,,,,,0.004,0.001,0.002,0.001,0.001,0.039,0.0,0.006999999999999999,0.281,0.063,0.025,0.027000000000000003,0.065,0.002,0.071,1.406,,0.04,0.031,0.002,0.0,,0.75,0.0,19.77,0.0,0.0,0.06,0.0,0.0,0.0,0.8,0.08,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/jack-og
,Biscotti,"Flower, Inhalable",,,,,,0.0,0.008,0.008,0.0,0.0,0.0,0.0,0.171,0.0,0.003,0.13,0.14,0.028999999999999998,0.0,0.536,0.07200000000000001,,0.055999999999999994,0.325,0.0,0.0,,1.56,0.0,23.01,0.0,0.0,0.06,0.0,0.0,0.0,2.05,0.09,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/biscotti
,Gushers,"Flower, Inhalable",,,,,,0.0,0.013999999999999999,0.011000000000000001,0.0,0.003,0.013000000000000001,0.0,0.161,0.028999999999999998,0.017,0.064,0.081,0.054000000000000006,0.0,0.298,0.057999999999999996,,0.09699999999999999,0.467,0.0,0.0,,0.69,0.0,23.53,0.0,0.0,0.06,0.0,0.0,0.0,1.29,0.06,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/gushers
,Berners Cookies,"Flower, Inhalable",,,,,,0.0,0.005,0.022000000000000002,0.0,0.001,0.01,0.0,0.129,0.0,0.004,0.062,0.292,0.013999999999999999,0.0,0.7390000000000001,0.064,,0.027000000000000003,0.114,0.0,0.0,,0.74,0.0,19.28,0.0,0.0,0.05,0.0,0.0,0.0,1.12,0.06,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/berners-cookies
,Legend OG,"Flower, Inhalable",,,,,,0.0,0.011000000000000001,0.01,0.0,0.008,0.0,0.0,0.11599999999999999,0.0,0.013000000000000001,0.0,0.124,0.037000000000000005,0.0,0.4,0.568,,0.078,0.33299999999999996,0.0,0.0,,0.93,0.0,20.43,0.0,0.0,0.01,0.0,0.0,0.0,0.75,0.12,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/legend-og
,Flo-The Queen-KANA(30),"Flower, Inhalable",,,,,,0.0,0.006999999999999999,0.015,0.0,0.0,0.0,0.0,0.016,0.0,0.003,0.004,0.065,0.35700000000000004,0.0,0.131,0.579,,0.113,0.066,0.0,0.0,,0.3,0.0,0.35,0.0,0.0,12.58,2.3,0.01,0.04,0.33,0.08,0.19,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/flo
,Brain Candy,"Concentrate, Inhalable",,,,,,0.003,0.0,0.062,0.006999999999999999,0.001,0.0,0.0,0.239,0.012,0.069,0.14,0.31,0.036000000000000004,0.0,0.8420000000000001,0.179,,0.027999999999999997,0.027999999999999997,0.004,0.0,,4.08,0.0,77.17,0.0,0.0,0.18,0.0,0.0,0.0,1.21,0.45,0.13,https://www.allbud.com/marijuana-strains/hybrid/brain-candy
,Night Terror OG,"Sativa, Flower, Inhalable",,,,,,0.0,0.006999999999999999,0.003,0.0,0.0,0.006,0.0,0.18600000000000003,0.0,0.004,0.046,0.05,0.28800000000000003,0.0,0.146,0.584,,0.138,0.135,0.0,0.0,,1.15,0.0,22.13,0.0,0.0,0.08,0.0,0.0,0.0,0.19,0.11,0.02,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/night-terror-og
,True Blue,"Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.0,0.0,0.0,0.084,0.41700000000000004,0.0,0.223,0.391,,0.17800000000000002,0.042,0.0,0.0,,1.61,0.0,20.06,0.0,0.0,0.09,0.0,0.0,0.0,0.36,0.04,0.02,https://www.allbud.com/marijuana-strains/hybrid/true-blue
,Space Oddity,"Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.062,0.009000000000000001,0.0,0.311,0.03,0.0,0.677,0.9229999999999999,,0.048,0.22699999999999998,0.0,0.0,,0.79,0.0,29.68,0.0,0.0,0.06,0.0,0.0,0.0,1.38,0.21,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/space-oddity
,Blue Crack,"Hybrid, Flower, Inhalable",,,,,,0.0,0.019,0.0,0.0,0.0,0.02,0.0,0.043,0.002,0.0,0.0,0.008,1.036,0.0,0.035,0.93,,0.435,0.187,0.0,0.0,,0.55,0.0,20.49,0.0,0.0,0.05,0.0,0.0,0.0,0.42,0.09,0.0,https://www.allbud.com/marijuana-strains/hybrid/blue-crack
,Haze,"Concentrate, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.146,0.0,0.0,0.0,0.107,0.617,0.0,0.794,0.7909999999999999,,0.159,2.2030000000000003,0.0,0.0,,73.8,0.0,0.0,0.57,2.51,0.0,2.89,0.0,0.0,0.0,3.58,2.01,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/haze
,Tokyo OG,"Flower, Inhalable",,,,,,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.17300000000000001,0.0,0.0,0.0,0.213,0.040999999999999995,0.0,0.662,0.894,,0.069,0.406,0.0,0.0,,13.2,0.0,9.5,0.07,0.0,0.04,0.0,0.0,0.0,0.53,0.28,0.13,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/tokyo-og
,Sour Kush,"Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114,0.0,0.0,0.196,0.402,0.02,0.0,1.0270000000000001,0.551,,0.042,0.254,0.0,0.0,,0.97,0.0,20.89,0.0,0.0,0.06,0.0,0.0,0.0,0.45,0.06,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/sour-kush
,Grapefruit,"Sativa, Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.0,0.04,0.66,0.0,0.14800000000000002,1.252,,0.315,0.095,0.0,0.0,,1.7,0.0,16.09,0.0,0.0,0.05,0.0,0.0,0.0,0.17,0.04,0.03,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/grapefruit
,Blue Haze,"Flower, Inhalable",,,,,,0.0,0.009000000000000001,0.022000000000000002,0.004,0.002,0.0,0.0,0.04,0.0,0.003,0.07400000000000001,0.11599999999999999,0.483,0.0,0.319,1.056,,0.174,0.1,0.0,0.0,,10.15,0.0,8.48,0.0,0.2,0.0,0.0,0.0,0.0,0.07,0.03,0.11,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/blue-haze
,Super Silver Haze #2,"Flower, Inhalable",,,,,,0.0,0.006,0.006,0.0,0.001,0.0,0.0,0.027999999999999997,0.0,0.003,0.0,0.055,0.022000000000000002,0.0,0.22,1.0290000000000001,,0.047,0.18,0.0,0.0,,0.41,0.0,25.82,0.0,0.0,0.06,0.0,0.0,0.0,0.75,0.12,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/super-silver-haze-2
,Master Bubba,"Flower, Inhalable",,,,,,0.0,0.005,0.003,0.0,0.001,0.045,0.0,0.048,0.064,0.003,0.033,0.078,0.018000000000000002,0.0,0.28600000000000003,1.9980000000000002,,0.046,0.203,0.0,0.0,,0.56,0.0,26.95,0.0,0.0,0.07,0.0,0.0,0.0,0.27,0.1,0.0,https://www.allbud.com/marijuana-strains/hybrid/master-bubba
,EWOK,"Flower, Inhalable",,,,,,0.0,0.005,0.006,0.001,0.001,0.0,0.0,0.138,0.0,0.002,0.013999999999999999,0.122,0.018000000000000002,0.0,0.441,0.574,,0.037000000000000005,0.184,0.0,0.0,,0.4,0.0,22.39,0.0,0.0,0.06,0.0,0.0,0.0,0.33,0.15,0.0,https://www.allbud.com/marijuana-strains/hybrid/ewok
,PURPLE DIESEL,"Flower, Inhalable",,,,,,0.0,0.006999999999999999,0.005,0.0,0.001,0.039,0.0,0.042,0.044000000000000004,0.0,0.045,0.021,0.5710000000000001,0.0,0.055999999999999994,0.643,,0.13,0.027000000000000003,0.0,0.0,,1.09,0.0,19.03,0.0,0.0,0.04,0.0,0.0,0.0,0.37,0.05,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/purple-diesel
,BLACKWATER,"Flower, Inhalable",,,,,,0.0,0.004,0.0,0.0,0.0,0.042,0.0,0.015,0.03,0.0,0.02,0.057,0.20600000000000002,0.0,0.12300000000000001,0.855,,0.09300000000000001,0.052000000000000005,0.0,0.0,,1.76,0.0,16.17,0.0,0.0,0.05,0.0,0.0,0.0,0.16,0.02,0.05,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/blackwater
,Lemon Garlic OG,"Flower, Inhalable",,,,,,0.0,0.004,0.01,0.006,0.001,0.0,0.0,0.036000000000000004,0.0,0.001,0.047,0.06,0.016,0.0,0.155,0.273,,0.021,0.114,0.0,0.0,,0.92,0.0,5.0,0.0,0.0,8.78,0.56,0.0,0.12,0.03,0.02,0.14,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/lemon-garlic-og
,Viper Cookies,"Flower, Inhalable",,,,,,0.0,0.008,0.006,0.0,0.001,0.0,0.0,0.078,0.0,0.002,0.018000000000000002,0.08199999999999999,0.027999999999999997,0.0,0.21899999999999997,0.303,,0.052000000000000005,0.243,0.0,0.0,,0.4,0.0,23.72,0.0,0.0,0.06,0.0,0.0,0.0,1.65,0.17,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/viper-cookies
,Sweet Tart,"Hybrid, Flower, Inhalable",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10099999999999999,0.166,0.0,0.0,0.069,0.26,0.0,0.222,1.673,,0.091,0.147,0.0,0.0,,1.58,0.0,25.4,0.0,0.0,0.03,0.0,0.0,0.0,1.24,0.13,0.0,https://www.allbud.com/marijuana-strains/hybrid/sweet-tart
,Banana Split,"Flower, Inhalable",,,,,,0.027999999999999997,0.0,0.0,0.0,0.0,0.031,0.0,0.083,0.0,0.768,0.0,0.018000000000000002,0.049,0.018000000000000002,0.062,0.461,,0.08800000000000001,0.27,0.0,0.0,,1.28,0.0,15.77,0.0,0.0,0.04,0.0,0.0,0.0,0.32,0.04,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/banana-split
,Grand Daddy Purple,"Flower, Inhalable",,,,,,0.0,0.005,0.01,0.0,0.0,0.0,0.0,0.059000000000000004,0.081,0.0,0.024,0.086,0.249,0.0,0.332,0.537,,0.057999999999999996,0.022000000000000002,0.0,0.0,,0.4,0.0,19.86,0.0,0.0,0.04,0.0,0.0,0.0,0.26,0.07,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/grand-daddy-purple
,Peach Ringz,"Flower, Inhalable",,,,,,0.0,0.011000000000000001,0.0,0.0,0.0,0.107,0.0,0.179,0.0,0.002,0.0,0.044000000000000004,0.035,0.0,0.16399999999999998,0.055,,0.061,0.336,0.0,0.0,,1.18,0.0,24.26,0.0,0.0,0.04,0.0,0.0,0.02,0.63,0.06,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/peach-ringz
,Grape Stomper,"Flower, Inhalable",,,,,,0.0,0.01,0.004,0.0,0.0,0.09300000000000001,0.0,0.193,0.08800000000000001,0.004,0.0,0.11699999999999999,0.033,0.0,0.423,0.847,,0.062,0.402,0.0,0.0,,2.26,0.0,24.92,0.0,0.0,0.05,0.0,0.0,0.0,1.61,0.17,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/grape-stomper
